Brand,Price,Body,Mileage,EngineV,Engine Type,Registration,Year,Model
Mercedes-Benz,13995,van,126000,2.2,Diesel,yes,2013,Vito
Toyota,NA,crossover,1000,4.5,Diesel,yes,2016,Land Cruiser 200
Renault,6400,other,209000,1.5,Diesel,yes,2005,Scenic
Renault,4900,sedan,90000,1.4,Gas,yes,2008,Symbol
Audi,6400,sedan,261000,1.8,Gas,yes,2000,A6
Renault,9400,van,270000,2,Diesel,yes,2007,Trafic
Toyota,15400,sedan,152000,3.5,Gas,yes,2007,Avalon
Volkswagen,2900,sedan,238000,2,Gas,no,2002,Passat B5
Renault,9500,vagon,78000,1.5,Diesel,yes,2014,Kangoo
Volkswagen,23000,sedan,75000,2,Petrol,yes,2013,Passat CC
Toyota,10600,crossover,185000,2,Gas,yes,2005,Rav 4
Renault,NA,other,179000,2.5,Diesel,yes,2011,Trafic
Audi,2550,sedan,304000,2.5,Diesel,no,1998,A6
Volkswagen,8500,sedan,87000,1.6,Petrol,yes,2011,Polo
Audi,10500,vagon,243000,2.5,Diesel,yes,2003,A6
Mercedes-Benz,18000,sedan,99000,1.8,Petrol,yes,2008,C-Class
Mercedes-Benz,6100,sedan,280000,NA,Gas,yes,1999,E-Class
Mitsubishi,1550,hatch,1000,1.8,Diesel,yes,1990,Galant
BMW,3800,sedan,250000,3,Diesel,no,2002,330
BMW,42000,crossover,128000,4.4,Petrol,yes,2011,X5 M
Mitsubishi,8500,sedan,110000,2,Petrol,yes,2008,Lancer X
Toyota,24900,sedan,30000,2.5,Petrol,yes,2014,Camry
Volkswagen,10200,vagon,186000,2,Diesel,yes,2005,Passat B6
BMW,14200,sedan,135000,3,Gas,yes,2004,530
Volkswagen,22500,crossover,151000,3,Diesel,yes,2009,Touareg
Toyota,47500,crossover,45000,3,Diesel,yes,2014,Land Cruiser Prado
BMW,4500,vagon,360000,2,Petrol,yes,1993,520
BMW,8300,sedan,197000,3,Petrol,yes,2001,530
Toyota,14300,hatch,60000,1.6,Petrol,yes,2013,Auris
Renault,18456.16,crossover,1000,1.5,Diesel,yes,2016,Duster
Renault,6999,van,173000,1.5,Diesel,yes,2006,Scenic
Mitsubishi,7500,sedan,94000,1.6,Petrol,yes,2007,Lancer
Volkswagen,2850,sedan,350000,2,Petrol,yes,1990,Passat B3
Mercedes-Benz,5800,van,282000,2.2,Diesel,yes,2001,Vito
Toyota,3700,hatch,282000,1.4,Petrol,yes,1995,Corolla
Renault,6555,vagon,180000,1.5,Diesel,yes,2005,Megane
Volkswagen,23999,sedan,80000,1.8,Petrol,yes,2012,Passat CC
Mitsubishi,21500,crossover,47000,2.4,Petrol,yes,2012,Outlander XL
Volkswagen,5700,sedan,300000,1.8,Petrol,yes,2001,Passat B5
Mercedes-Benz,200000,van,19000,3.5,Petrol,yes,2013,Sprinter 324
Mercedes-Benz,NA,vagon,200000,2.2,Diesel,yes,2006,Vito
Mercedes-Benz,16800,van,116000,NA,Other,yes,2013,Vito
Volkswagen,4500,vagon,220000,2,Diesel,no,2005,Touran
BMW,6800,sedan,297000,2.5,Petrol,yes,2000,525
Toyota,22900,sedan,84000,2.5,Petrol,yes,2012,Camry
Volkswagen,8500,van,210000,2.5,Diesel,yes,2003,T4 (Transporter)
Renault,8700,van,183000,1.9,Diesel,yes,2004,Trafic
BMW,12200,sedan,239000,3,Diesel,yes,2001,730
BMW,23900,crossover,235000,3,Diesel,yes,2007,X5
Mitsubishi,16000,vagon,174000,3.2,Diesel,yes,2006,Pajero Wagon
Mitsubishi,7000,sedan,158000,1.6,Petrol,yes,2007,Lancer
Renault,9450,vagon,215000,1.5,Diesel,yes,2008,Laguna
Mercedes-Benz,41900,sedan,95000,6.3,Other,yes,2011,S 550
Mitsubishi,7400,sedan,148000,1.6,Petrol,yes,2008,Lancer
Renault,2350,vagon,245000,1.9,Diesel,no,2003,Laguna
Audi,3390,sedan,289000,2.5,Diesel,no,2002,A6
BMW,40755,sedan,0,2,Petrol,yes,2016,520
Volkswagen,3300,vagon,430000,1.8,Petrol,yes,1991,Passat B3
Toyota,1100,van,140000,2,Gas,yes,1985,Lite Ace
Volkswagen,49500,crossover,80000,3,Diesel,yes,2014,Touareg
Renault,8700,hatch,100000,1.5,Diesel,yes,2010,Megane
Mercedes-Benz,20400,sedan,190000,1.8,Gas,yes,2011,E-Class
BMW,17700,sedan,98000,2,Petrol,yes,2011,320
BMW,17900,sedan,69000,2,Petrol,yes,2008,320
Mercedes-Benz,5500,sedan,269000,2.2,Petrol,yes,1994,E-Class
Mercedes-Benz,6200,sedan,221000,1.8,Gas,yes,2004,E-Class
Mercedes-Benz,3500,van,257000,2.2,Diesel,no,2002,C-Class
BMW,8100,vagon,180000,2,Diesel,no,2011,118
Toyota,2499,vagon,254000,2,Diesel,no,2000,Avensis
Audi,3150,sedan,10000,2.8,Petrol,yes,1991,100
Audi,4000,sedan,380000,2.8,Petrol,yes,1997,A6
Audi,4000,vagon,234000,2.5,Diesel,no,2001,A6
BMW,2050,vagon,300000,2.5,Diesel,no,1997,525
Mercedes-Benz,2600,hatch,178000,1.7,Diesel,no,1999,A 170
Mercedes-Benz,24500,sedan,222000,5.5,Petrol,yes,2005,S 550
BMW,14600,sedan,116000,2.5,Diesel,yes,2004,525
Mercedes-Benz,16900,van,180000,3,Diesel,yes,2008,Vito
Volkswagen,14500,crossover,173000,2.5,Diesel,yes,2005,Touareg
Volkswagen,38365,sedan,0,2,Diesel,yes,2016,Passat B8
Mercedes-Benz,17800,van,162000,1.8,Diesel,yes,2012,B 180
Renault,5000,sedan,200000,1.4,Petrol,yes,2007,Clio
Toyota,42000,crossover,97000,4,Petrol,yes,2010,4Runner
BMW,35500,sedan,67000,3,Petrol,yes,2011,535
BMW,3000,sedan,190000,2,Petrol,no,2000,520
BMW,22600,crossover,69000,3,Petrol,no,2013,X6
Volkswagen,12900,other,142000,2,Petrol,yes,2007,Eos
Mercedes-Benz,7600,van,240000,2.2,Diesel,yes,2005,Vito
Toyota,37700,crossover,47000,5.7,Gas,yes,2009,Sequoia
Toyota,8300,sedan,168000,2,Petrol,yes,2004,Avensis
BMW,65500,crossover,1000,2,Diesel,yes,2016,X5
Audi,34500,sedan,71000,2.8,Petrol,yes,2012,A6
Toyota,7500,sedan,185000,3,Gas,yes,2004,Camry
Volkswagen,13900,vagon,123000,1.4,Gas,yes,2013,Touran
Renault,4000,van,194000,1.9,Diesel,yes,2000,Kangoo
Audi,2300,vagon,250000,2.5,Diesel,no,2001,A6
Renault,5650,van,140000,1.4,Petrol,yes,2009,Kangoo
Volkswagen,11800,other,200000,1.9,Diesel,yes,2007,T5 (Transporter)
Audi,44000,hatch,1000,1.4,Petrol,yes,2016,A5
Audi,23400,crossover,105000,4.2,Gas,yes,2007,Q7
BMW,2666,sedan,360000,2.5,Diesel,no,1996,525
BMW,23900,crossover,60000,2,Petrol,yes,2013,X1
Toyota,14000,sedan,25000,2.5,Petrol,yes,2014,Camry
Mercedes-Benz,NA,sedan,9000,3,Diesel,yes,2014,S 350
BMW,69999,crossover,1000,2,Petrol,yes,2016,X5
Mercedes-Benz,58999,crossover,0,2.2,Diesel,yes,2016,GLC-Class
Audi,22500,other,71000,3.6,Petrol,yes,2007,Q7
Toyota,10300,sedan,108000,1.6,Petrol,yes,2008,Corolla
Renault,9300,van,200000,1.5,Diesel,yes,2009,Grand Scenic
Audi,37800,other,126000,3,Diesel,yes,2010,Q7
Toyota,10400,sedan,144000,1.3,Petrol,yes,2012,Corolla
Renault,6700,van,160000,1.5,Diesel,yes,2012,Kangoo
Renault,7400,van,156000,1.5,Diesel,yes,2012,Kangoo
Renault,11200,van,157000,1.5,Diesel,yes,2012,Grand Scenic
Toyota,25900,crossover,97000,4,Petrol,yes,2009,Land Cruiser Prado
Mercedes-Benz,11500,van,381000,2.2,Diesel,yes,2006,Vito
BMW,3950,sedan,300000,2,Petrol,yes,1986,320
Renault,11500,vagon,230000,1.5,Diesel,yes,2012,Megane
Toyota,2600,sedan,218000,2.2,Petrol,yes,1994,Camry
Mercedes-Benz,55000,crossover,40000,4.6,Petrol,yes,2013,ML 500
Renault,6650,hatch,274000,1.5,Diesel,yes,2006,Scenic
Mercedes-Benz,11900,van,215000,2.2,Diesel,yes,2011,Vito
Renault,8600,van,100000,1.5,Diesel,yes,2012,Kangoo
Mercedes-Benz,6700,van,310000,2.2,Diesel,yes,2001,Vito
Volkswagen,21500,crossover,178000,3,Diesel,yes,2008,Touareg
Toyota,17777,other,120000,2.7,Gas,yes,2006,Land Cruiser Prado
BMW,29000,sedan,170000,2,Diesel,yes,2011,520
Volkswagen,7300,sedan,125000,1.6,Petrol,yes,2005,Golf Plus
BMW,58000,crossover,64000,2,Diesel,yes,2015,X5
Toyota,43999,other,1000,2.8,Diesel,yes,2016,Hilux
Volkswagen,16450,van,143000,2,Diesel,yes,2012,T5 (Transporter) 
Toyota,26900,crossover,118000,2.7,Petrol,yes,2011,Land Cruiser Prado
Renault,8250,sedan,148000,NA,Other,yes,2011,Kangoo
BMW,13900,sedan,262000,4,Diesel,yes,2003,740
Mercedes-Benz,5500,sedan,250000,2.7,Diesel,no,2003,E-Class
Volkswagen,3350,other,223000,1.9,Diesel,yes,1997,Caddy
Volkswagen,9800,hatch,98000,1.6,Gas,yes,2010,Golf V
Mercedes-Benz,13899,hatch,232000,3,Diesel,yes,2007,Vito
Mercedes-Benz,15200,sedan,195000,3,Diesel,yes,2007,E-Class
Toyota,8900,sedan,87000,1.6,Petrol,yes,2008,Corolla
Mitsubishi,17800,crossover,111000,2.4,Petrol,yes,2011,Outlander XL
Audi,2650,vagon,270000,2.5,Diesel,no,2001,A6
Mitsubishi,10200,sedan,102000,2,Gas,yes,2008,Lancer X
Toyota,12500,sedan,150000,2.4,Petrol,yes,2007,Camry
Audi,2500,hatch,200000,1.6,Petrol,no,1999,A3
Toyota,16200,crossover,219000,2.7,Petrol,yes,2006,Land Cruiser Prado
BMW,28000,sedan,127000,2.5,Petrol,yes,2010,523
Mercedes-Benz,5000,sedan,240000,2.2,Diesel,no,2004,E-Class
Toyota,8900,sedan,154000,1.6,Gas,yes,2008,Corolla
BMW,29900,crossover,182000,3,Petrol,yes,2008,X6
Mercedes-Benz,12950,other,199000,2.2,Diesel,yes,2012,Vito
Volkswagen,19999,van,152000,2,Diesel,yes,2012,Sharan
Audi,10000,sedan,131000,1.8,Petrol,yes,2005,A4
BMW,39500,vagon,93000,2,Diesel,yes,2012,525
Volkswagen,7900,other,123000,1.4,Petrol,yes,2008,Polo
Volkswagen,6000,van,460000,1.9,Diesel,yes,1997,T4 (Transporter)
Mercedes-Benz,219900,crossover,30000,6.3,Petrol,yes,2013,G 63 AMG
Mercedes-Benz,5600,van,480000,2.2,Diesel,yes,1999,Vito
Mercedes-Benz,15900,sedan,216000,5,Petrol,yes,2007,E-Class
Mitsubishi,6700,sedan,155000,1.6,Gas,yes,2007,Lancer
Renault,9500,van,189000,2,Diesel,yes,2010,Trafic
Audi,3600,sedan,374000,2.5,Diesel,no,2001,A8
Renault,9150,van,220000,2,Diesel,yes,2007,Trafic
Mercedes-Benz,41500,other,26000,NA,Diesel,yes,2013,E-Class
Mercedes-Benz,12900,van,185000,2.2,Diesel,yes,2011,Vito
Renault,11500,vagon,175000,1.5,Diesel,yes,2011,Megane
Toyota,39500,other,1000,2.8,Diesel,yes,2016,Hilux
Renault,4200,sedan,310000,1.4,Petrol,yes,2003,Symbol
BMW,4100,sedan,26000,3,Diesel,no,2001,530
Volkswagen,9200,van,248000,1.9,Diesel,yes,2007,T5 (Transporter) 
Audi,11400,crossover,250000,2.5,Diesel,yes,2005,A6 Allroad
Volkswagen,24000,sedan,3000,1.6,Diesel,yes,2016,Jetta
Renault,1800,hatch,1000,1.4,Gas,yes,1988,11
Mercedes-Benz,3799,sedan,210000,2,Petrol,yes,1995,200
Mercedes-Benz,NA,sedan,0,3,Petrol,yes,2016,S 400
Mercedes-Benz,110000,crossover,0,3,Diesel,yes,2016,GLS 350
BMW,16999,vagon,213000,3,Diesel,yes,2007,530
Audi,6700,sedan,340000,2.6,Gas,yes,1997,A6
Toyota,2200,hatch,50000,2,Petrol,yes,1991,Carina
Renault,NA,sedan,100000,1.4,Petrol,yes,2009,Symbol
Toyota,4500,sedan,238000,1.8,Petrol,yes,1996,Carina
BMW,10999,sedan,225000,3,Diesel,yes,2003,530
Mitsubishi,NA,sedan,90000,2,Petrol,yes,2007,Lancer Evolution
BMW,4000,sedan,380000,2,Petrol,yes,1991,320
Volkswagen,5400,vagon,250000,1.6,Petrol,yes,2003,Golf IV
Mercedes-Benz,1700,sedan,300000,2,Gas,no,1998,E-Class
Audi,4000,sedan,320000,2.8,Petrol,yes,1992,100
Mercedes-Benz,55000,crossover,127000,5.5,Petrol,yes,2008,G 55 AMG
BMW,NA,crossover,0,2,Diesel,yes,2016,X5
BMW,2500,sedan,44000,2.5,Diesel,no,1997,525
Mitsubishi,15999,crossover,149000,3,Gas,yes,2008,Pajero Wagon
Mercedes-Benz,7800,hatch,125000,2.3,Petrol,yes,2001,C-Class
Volkswagen,12114.35,sedan,0,1.6,Petrol,yes,2016,Polo
Volkswagen,12500,sedan,118000,1.6,Diesel,yes,2011,Golf VI
Renault,11500,van,160000,1.5,Diesel,yes,2010,Grand Scenic
Volkswagen,10999,other,240000,2.5,Diesel,yes,2005,LT
Mercedes-Benz,15300,other,234000,2.2,Diesel,yes,2008,Sprinter 315
Mercedes-Benz,12300,sedan,300000,2.2,Diesel,yes,2003,E-Class
Volkswagen,12400,other,248000,2.5,Diesel,yes,2007,T5 (Transporter)
Mercedes-Benz,50800,crossover,30000,3.5,Diesel,yes,2013,ML 350
BMW,77500,crossover,1000,3,Petrol,yes,2016,X6
Renault,6800,van,119000,1.5,Diesel,yes,2012,Kangoo
BMW,6399,sedan,282000,2,Petrol,yes,1995,520
Audi,3550,sedan,196000,2.8,Petrol,no,1997,A8
BMW,31800,sedan,115000,3,Diesel,yes,2010,5 Series GT
Volkswagen,1700,hatch,247000,1.4,Petrol,no,1999,Golf IV
BMW,14300,sedan,198000,NA,Petrol,yes,2005,523
Mercedes-Benz,14900,sedan,171000,3.2,Gas,yes,2006,E-Class
Mercedes-Benz,5100,sedan,295000,3,Diesel,yes,1994,E-Class
Renault,12800,hatch,125000,1.1,Diesel,yes,2012,Laguna
BMW,5650,sedan,284000,2,Petrol,yes,1998,520
Audi,5200,sedan,250000,1.8,Other,yes,1996,A4
Renault,10100,vagon,190000,2,Diesel,yes,2012,Trafic
Mercedes-Benz,295000,sedan,29000,6,Petrol,yes,2011,S 600
Mercedes-Benz,14750,sedan,220000,3,Diesel,yes,2005,E-Class
Volkswagen,4500,sedan,230000,2,Gas,yes,1996,Passat B4
Audi,19500,crossover,186000,4.2,Petrol,yes,2006,Q7
BMW,5400,crossover,250000,3,Petrol,no,2003,X5
Mercedes-Benz,12900,sedan,255000,2.7,Diesel,yes,2003,E-Class
Mitsubishi,15900,crossover,138000,3,Gas,yes,2008,Pajero Wagon
Renault,11800,other,179000,1.5,Diesel,yes,2012,Megane
BMW,34500,sedan,45000,2,Petrol,yes,2013,320
Renault,6200,van,228000,2.5,Diesel,yes,2005,Trafic
Mercedes-Benz,16500,other,107000,2.2,Diesel,yes,2010,Vito
Volkswagen,55555,van,53000,2,Diesel,yes,2013,Multivan
Toyota,22500,sedan,12000,2.5,Petrol,yes,2014,Camry
Audi,8700,sedan,202000,3.7,Gas,yes,1998,A8
Mercedes-Benz,NA,van,30000,2.2,Diesel,yes,2014,Viano
Audi,35900,sedan,105000,2,Diesel,yes,2014,A6
Mercedes-Benz,6800,van,242000,2.2,Diesel,yes,1999,Vito
Mitsubishi,18500,crossover,135000,3,Gas,yes,2009,Pajero Wagon
BMW,12300,sedan,140000,2,Petrol,yes,2005,318
Toyota,18800,vagon,89000,1.8,Petrol,yes,2012,Avensis
Mercedes-Benz,11700,crossover,284000,4,Diesel,yes,2004,ML 400
Audi,14900,crossover,183000,3.6,Petrol,no,2007,Q7
Volkswagen,8900,sedan,144000,1.6,Petrol,yes,2013,Polo
BMW,NA,sedan,1000,3,Petrol,yes,2010,535
Volkswagen,9000,sedan,223000,2.5,Diesel,yes,2007,T5 (Transporter)
BMW,7250,sedan,300000,2.8,Petrol,yes,1999,528
Mercedes-Benz,35900,crossover,254000,5,Gas,yes,2004,G 500
Toyota,14900,sedan,110000,3.5,Petrol,yes,2008,Camry
Volkswagen,14900,van,170000,1.6,Diesel,yes,2012,Touran
Mercedes-Benz,46500,crossover,127000,5,Petrol,yes,2008,G 500
Mercedes-Benz,7900,other,206000,2.2,Diesel,yes,2004,Vito
Toyota,35999,crossover,102000,4,Petrol,yes,2011,Land Cruiser Prado
Volkswagen,6800,sedan,178000,NA,Gas,yes,2004,Passat B5
Volkswagen,7300,van,240000,1.9,Diesel,yes,2005,Caddy
BMW,12600,sedan,219000,3.6,Petrol,yes,2002,735
BMW,9000,sedan,225000,2.2,Gas,yes,2002,320
BMW,37200,other,115000,3,Diesel,yes,2011,X5
Audi,63200,sedan,0,2,Petrol,yes,2016,A6
BMW,86999,crossover,0,3,Diesel,yes,2016,X6
Volkswagen,NA,van,270000,2.4,Diesel,yes,1993,T4 (Transporter)
Mercedes-Benz,4100,sedan,410000,2.2,Diesel,yes,1998,E-Class
Mercedes-Benz,11800,sedan,215000,3.2,Petrol,yes,2003,E-Class
Audi,4000,vagon,300000,2.5,Diesel,no,2001,A6
Mercedes-Benz,35500,sedan,160000,6.5,Petrol,yes,2008,S 65 AMG
Volkswagen,9900,van,149000,1.6,Diesel,yes,2013,Caddy
BMW,9999,sedan,271000,3,Diesel,yes,2001,530
Volkswagen,11500,sedan,118000,2,Petrol,yes,2007,Passat B6
BMW,4850,sedan,280000,3,Diesel,no,1999,730
Mitsubishi,5850,hatch,130000,1.3,Petrol,yes,2005,Colt
Toyota,103999,crossover,0,4.5,Diesel,yes,2016,Land Cruiser 200
Mercedes-Benz,NA,sedan,25000,3,Diesel,yes,2014,S 350
BMW,32000,crossover,138000,3,Petrol,yes,2009,X6
Toyota,61990,crossover,68000,4.5,Diesel,yes,2012,Land Cruiser 200
Toyota,8888,sedan,172000,1.8,Gas,yes,2005,Avensis
Mitsubishi,12700,crossover,110000,2.4,Gas,yes,2008,Outlander XL
Toyota,28500,sedan,16000,2.5,Petrol,yes,2015,Camry
BMW,47777,crossover,142000,3,Other,yes,2011,X6
BMW,NA,crossover,16000,NA,Other,yes,2016,X5 M
BMW,16700,sedan,150000,2,Diesel,yes,2008,520
Volkswagen,8757,sedan,32000,NA,Other,no,2015,Jetta
Mercedes-Benz,2500,sedan,200000,2.3,Gas,yes,1986,190
Toyota,12900,sedan,134000,2.4,Gas,yes,2007,Camry
Volkswagen,9900,van,300000,2.5,Diesel,yes,2007,T5 (Transporter)
Toyota,51500,crossover,70000,3,Diesel,yes,2015,Land Cruiser Prado
Volkswagen,6200,van,180000,2,Diesel,yes,2005,Caddy
Audi,13333,other,178000,2,Diesel,yes,2008,A6
Mercedes-Benz,43500,other,51000,3,Diesel,yes,2014,E-Class
BMW,23000,other,100000,NA,Other,yes,2005,630
Volkswagen,7777,other,214000,2,Other,yes,2007,Caddy
Volkswagen,3600,vagon,470000,1.8,Petrol,yes,1994,Passat B4
Volkswagen,20600,sedan,107000,1.8,Petrol,yes,2012,Passat CC
Volkswagen,9500,van,188000,1.9,Diesel,yes,2006,T5 (Transporter)
Mercedes-Benz,17500,van,220000,3,Diesel,yes,2012,Vito
Volkswagen,9000,sedan,178000,1.9,Diesel,yes,2009,Jetta
Volkswagen,10500,van,246000,2.5,Diesel,yes,2006,T5 (Transporter)
Mercedes-Benz,11300,sedan,363000,3.2,Gas,yes,2004,E-Class
Renault,9200,hatch,12000,1.2,Petrol,yes,2013,Sandero
BMW,18500,sedan,114000,2,Gas,yes,2008,520
Mercedes-Benz,NA,crossover,0,4.7,Petrol,yes,2016,GLS 500
Volkswagen,28713.75,hatch,0,2,Diesel,yes,2015,Golf VII
BMW,31500,crossover,130000,3,Diesel,yes,2010,X5
Renault,2950,vagon,280000,19,Diesel,yes,2000,Kangoo
Toyota,11999,sedan,139000,3.5,Petrol,yes,2008,Camry
BMW,67431,crossover,0,2,Diesel,yes,2016,X5
Volkswagen,3500,hatch,220000,2,Petrol,yes,1994,Golf III
Renault,9300,van,94000,2,Diesel,yes,2012,Trafic
BMW,62000,crossover,1000,2,Diesel,yes,2016,X5
Volkswagen,35500,crossover,112000,NA,Diesel,yes,2011,Touareg
BMW,57000,crossover,47000,3,Diesel,yes,2014,X6
Volkswagen,7900,van,229000,1.9,Diesel,yes,2001,T4 (Transporter)
BMW,4400,sedan,300000,2,Petrol,yes,1995,520
BMW,62900,crossover,1000,2,Diesel,yes,2016,X5
Mercedes-Benz,23900,sedan,124000,1.8,Petrol,yes,2012,E-Class
Audi,21900,other,114000,3.2,Petrol,yes,2009,A5
BMW,15250,other,144000,3,Petrol,yes,2004,530
Mercedes-Benz,4300,sedan,280000,1.8,Petrol,yes,1993,C-Class
Mercedes-Benz,14600,van,217000,2.2,Diesel,yes,2012,Vito
Toyota,15000,crossover,184000,2.7,Gas,yes,2005,Land Cruiser Prado
Mercedes-Benz,5300,van,212000,2.2,Diesel,yes,2000,Vito
Mercedes-Benz,7000,sedan,190000,2.6,Petrol,yes,2001,210
BMW,13900,other,80000,3,Petrol,yes,2002,330
Toyota,29000,crossover,120000,4,Gas,yes,2008,Land Cruiser Prado
Volkswagen,20900,sedan,25000,2,Diesel,yes,2015,Jetta
Mercedes-Benz,20500,sedan,173000,1.8,Gas,yes,2011,E-Class
Toyota,22999,crossover,152000,4,Gas,yes,2008,Land Cruiser Prado
Audi,95000,other,30000,5.2,Petrol,yes,2010,R8
Volkswagen,9599,sedan,88000,1.6,Petrol,yes,2014,Polo
Toyota,NA,crossover,1000,2.2,Diesel,yes,2016,Rav 4
Volkswagen,10500,van,299000,2.5,Diesel,yes,2002,Syncro
Mercedes-Benz,23999,sedan,204000,3.5,Petrol,yes,2008,S 350
Renault,10200,van,149000,1.5,Diesel,yes,2013,Kangoo
Toyota,9950,sedan,142000,1.8,Petrol,yes,2008,Avensis
Toyota,21999,crossover,69000,3.5,Petrol,yes,2008,Highlander
Mercedes-Benz,18500,crossover,180000,3.5,Petrol,yes,2008,ML 350
Mercedes-Benz,40500,crossover,54000,5.5,Petrol,yes,2011,GL 500
Volkswagen,3100,sedan,390000,1.8,Petrol,yes,1990,Passat B3
BMW,8100,crossover,175000,3,Gas,no,2005,X5
Audi,8100,vagon,302000,2.5,Diesel,yes,2000,A6
Volkswagen,2600,vagon,288000,1.8,Petrol,yes,1990,Passat B3
Renault,7299,sedan,160000,2,Petrol,yes,2007,Megane
Volkswagen,9600,sedan,107000,1.6,Gas,yes,2011,Polo
Renault,10500,vagon,250000,1.5,Diesel,yes,2011,Megane
Mercedes-Benz,26800,vagon,160000,2.2,Diesel,yes,2014,E-Class
Audi,31999,sedan,107000,3,Diesel,yes,2009,A8
Volkswagen,12900,van,176000,2.5,Diesel,yes,2008,T5 (Transporter)
Audi,NA,crossover,65000,2.99,Diesel,yes,2013,A6 Allroad
BMW,16500,other,122000,2.2,Petrol,yes,2005,520
Mitsubishi,6000,hatch,118000,1.3,Petrol,yes,2006,Colt
Toyota,NA,hatch,76000,1,Petrol,yes,2007,Aygo
Toyota,9950,sedan,140000,1.4,Petrol,yes,2012,Corolla
Mercedes-Benz,NA,crossover,27000,3,Diesel,yes,2015,G 350
Volkswagen,5700,vagon,199000,1.8,Petrol,yes,1999,Sharan
Audi,48000,crossover,90000,3,Diesel,yes,2013,Q7
Volkswagen,1296.75,sedan,1000,1.6,Petrol,yes,1980,Jetta
Mitsubishi,8000,crossover,220000,2.4,Gas,yes,2004,Outlander
Mitsubishi,12500,other,48000,1.6,Petrol,yes,2012,Lancer X
Mercedes-Benz,57000,sedan,61000,4.6,Petrol,yes,2012,S 500
Mercedes-Benz,85000,sedan,36000,5.5,Petrol,yes,2014,CLS 63 AMG
Renault,4200,sedan,180000,1.4,Petrol,yes,2003,Symbol
BMW,10600,sedan,285000,2,Diesel,yes,2007,520
Audi,55000,crossover,65000,2.99,Diesel,yes,2013,A6 Allroad
Mercedes-Benz,31500,van,95000,2.2,Diesel,yes,2013,Vito
Audi,9300,sedan,186000,2.8,Petrol,yes,2000,A6
Renault,4299,vagon,300000,1.5,Diesel,yes,2003,Kangoo
Audi,48900,other,82000,4.2,Petrol,yes,2007,R8
Toyota,13300,other,131000,2.4,Gas,yes,2008,Camry
Audi,13300,sedan,207000,4.2,Petrol,yes,2004,A8
BMW,49900,other,82000,3,Petrol,yes,2012,640
BMW,13700,sedan,276000,3,Diesel,yes,2004,530
Volkswagen,5999,van,300000,1.8,Gas,yes,1999,Sharan
Toyota,8700,hatch,38000,1.6,Petrol,yes,2008,Auris
Volkswagen,18000,crossover,155000,2,Diesel,yes,2011,Tiguan
BMW,55500,crossover,90000,3,Diesel,yes,2013,X5 M
BMW,3500,sedan,280000,NA,Petrol,no,1996,730
BMW,3100,vagon,1000,2,Diesel,no,2002,320
Toyota,30900,sedan,15000,2.5,Petrol,yes,2015,Camry
Mercedes-Benz,23500,sedan,200000,5.5,Petrol,yes,2008,S 550
Volkswagen,9200,other,156000,1.9,Diesel,yes,2009,Golf Variant
Volkswagen,13000,sedan,140000,2,Petrol,yes,2006,Jetta
BMW,NA,crossover,0,3,Diesel,yes,2015,X6
Mercedes-Benz,55000,crossover,120000,5.5,Petrol,yes,2008,G 55 AMG
Audi,27500,sedan,74000,2,Diesel,yes,2011,A5
BMW,5900,vagon,220000,2.8,Petrol,yes,1995,520
Mercedes-Benz,126000,sedan,14000,3,Diesel,yes,2015,S 350
Mercedes-Benz,27500,crossover,152000,6.3,Petrol,yes,2007,ML 63 AMG
Renault,7200,van,285000,1.9,Diesel,yes,2002,Trafic
Renault,6750,van,140000,1.5,Diesel,yes,2012,Kangoo
Mitsubishi,21000,crossover,122000,3.2,Diesel,yes,2009,Pajero Wagon
Volkswagen,15900,sedan,77000,1.4,Petrol,yes,2012,Jetta
Volkswagen,10000,sedan,56000,1.8,Petrol,no,2015,Passat B7
Renault,4500,other,1000,1.5,Diesel,yes,2007,Kangoo
Mercedes-Benz,29000,crossover,139000,3.5,Gas,yes,2009,ML 350
Volkswagen,NA,other,197000,2,Diesel,no,2011,T5 (Transporter)
Mercedes-Benz,109999,crossover,0,2.98,Diesel,yes,2016,GLS 350
Mercedes-Benz,9999,sedan,80000,2.3,Petrol,yes,2002,C-Class
BMW,32500,crossover,152000,3,Diesel,yes,2008,X5
Mercedes-Benz,111999,crossover,0,3,Diesel,yes,2016,GL 350
Mercedes-Benz,29500,crossover,253000,5,Petrol,yes,2003,G 500
Audi,2850,vagon,280000,2.5,Diesel,no,1999,A6
Mitsubishi,7200,sedan,83000,1.6,Other,yes,2007,Lancer
Volkswagen,6250,hatch,170000,1.4,Petrol,yes,2001,Golf IV
Volkswagen,6500,sedan,74000,2,Petrol,no,2011,Jetta
Volkswagen,6000,sedan,271000,1.8,Petrol,yes,2000,Passat B5
Mitsubishi,9500,crossover,140000,2.4,Gas,yes,2007,Outlander
Mercedes-Benz,17200,sedan,180000,3,Diesel,yes,2006,320
Volkswagen,18200,hatch,23000,1.4,Petrol,yes,2013,Golf VI
Mercedes-Benz,6900,vagon,235000,2.9,Diesel,yes,1997,E-Class
Toyota,10200,other,105000,1.5,Gas,yes,2005,Scion
Toyota,17394.09,hatch,0,1.33,Petrol,yes,2016,Yaris
Audi,22500,sedan,99000,2,Other,yes,2010,A5
Mercedes-Benz,28950,sedan,40000,1.8,Petrol,yes,2014,C-Class
BMW,15500,sedan,89000,2,Diesel,no,2012,520
